MATNR;WERKS;MBRSH;MTART;SPRAS;MAKTX;VPSTA/PSTAT;XCHPF;SERLV;MATKL;MEINS;BISMT;SPART;MTPOS_MARA;BRGEW;NTGEW;GEWEI;VOLUM;VOLEH;GROES;EAN11;NUMTP;TRAGR;BSTME;EKWSL;RAUBE;MTVFP;WEBAZ;LGPRO;LADGR;PRCTR;STEUC;INDUS;VKORG;VTWEG;VRKME;DWERK;TAXKM;AUMNG;LFMNG;SCMNG;SCHME;RDPRF;VERSG;MTPOS;KONDM;INSMK;KTGRM;QMATA;KZDKZ;PRFRQ;SSQSS;QZGTP;LGORT;LGPBE;LWMKB;BWTAR;BWTTY;BKLAS;MLAST;VPRSV;VERPR;STPRS;PEINH;MTUSE;MTORG;OWPNR;DISMM;MAABC;MINBE;FXHOR;DISPO;DISLS;BSTMI;BSTMA;BSTFE;BESKZ;SCHGT;PLIFZ;FHORI;MRPPP;EISBE;EISLO;PRMOD;PERAN;PERKZ;ANZPR;PERIO;PERIN;FIMON
15;1036;E;ZEST;PT;ADESIVO DE PVC FRASCO C/ 850G;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;31,17;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
16;1036;E;ZEST;PT;COLCHETE Nº 12 - CXA. C/ 72UN;B,C,E,K,L,Q,X,Z;;;33903016;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;6,72;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
17;1036;E;ZEST;PT;PASTA POLIONDA C/ ELÁSTICO 55MM;B,C,E,K,L,Q,X,Z;;;33903016;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;2,97;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
18;1036;E;ZEST;PT;VIDRO TRANSPARENTE 6MM;B,C,E,K,L,Q,X,Z;;;33903024;M2;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;290,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
19;1036;E;ZEST;PT;FAIXA DE PORTA EM ADESIVO DE IMPRESSÃO D;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;11,55;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
20;1036;E;ZQUI;PT;FUNGICIDA CERCONIL;B,C,E,K,L,Q,X,Z;;;33903011;L;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;45,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
21;1036;E;ZQUI;PT;BISSULFITO DE SODIO P.A;B,C,E,K,L,Q,X,Z;;;33903011;KG;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;40,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
22;1036;E;ZEST;PT;BISCOITO CREAM CRAKER - PACTE 400G;B,C,E,K,L,Q,X,Z;;;33903007;PAC;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1005;2;V;4,90;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
23;1036;E;ZEST;PT;BICO IREGULADOR DE PRESSÃO, C/ PRESILHA;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;76,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
24;1036;E;ZEST;PT;CILINDRO COM PISTÃO.;B,C,E,K,L,Q,X,Z;;;33903025;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;10,40;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
25;1036;E;ZEST;PT;CAPA DE CHUVA EM PVC;B,C,E,K,L,Q,X,Z;;;33903028;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;12,50;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
26;1036;E;ZEST;PT;VIRABREQUIM;B,C,E,K,L,Q,X,Z;;;33903025;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;49,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
27;1036;E;ZEST;PT;CARNE DE SOL;B,C,E,K,L,Q,X,Z;;;33903007;KG;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1005;2;V;20,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
28;1036;E;ZEST;PT;LUVA Lr 20MM X 1/2";B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;0,75;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
29;1036;E;ZEST;PT;BANDEJA PLÁSTICA.... 40CM X 60CM X 12CM;B,C,E,K,L,Q,X,Z;;;33903019;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;40,48;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
30;1036;E;ROH;PT;BASTÃO DE POLIPROPILENO MACIÇO, 10X50CM;B,C,E,K,L,X,Z,V;;;33903035;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;8,99;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
32;1036;E;ZEST;PT;BARRA DE FERRO DE 4 A 4,2MM X 6M;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;7,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
33;1036;E;ZEST;PT;BANDEJA P/ CULTIVO DE MUDAS 60,5X42,8CM ;B,C,E,K,L,Q,X,Z;;;33903019;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;30,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
34;1036;E;ZEST;PT;PALANQUE EM CONCRETO P/ CERCA 12 X 12 EM;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;114,17;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
35;1036;E;ROH;PT;SULFATO DE AMÔNIA (SACA C/ 50 KG);B,C,E,K,L,X,Z,V;;;33903031;SAC;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;80,79;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
36;1036;E;ZEST;PT;CURVA GALVANIZADA NBR DE 1/2";B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;12,20;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
37;1036;E;ZQUI;PT;PADRÃO CROMATOGRÁFICO DE ALFA-PINENO - 1;B,C,E,K,L,Q,X,Z;;;33903011;FRA;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;431,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
38;1036;E;ZQUI;PT;PEPSINA 1: 10.000  PA, FRASCO COM 100G;B,C,E,K,L,Q,X,Z;;;33903011;FRA;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;100,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
39;1036;E;ROH;PT;CONDENSADOR BOLA 300MM C/ 2 JUNTAS 24/40;B,C,E,K,L,X,Z,V;;;33903035;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;69,90;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
40;1036;E;ROH;PT;LÂMINA DE BISTURÍ Nº 22 - CXA. C/ 100UN;B,C,E,K,L,X,Z,V;;;33903035;CX;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;19,98;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
41;1036;E;ZQUI;PT;INSETICIDA DE CONTATO MALATHION 500 EC;B,C,E,K,L,Q,X,Z;;;33903011;L;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;35,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
42;1036;E;ZEST;PT;MEMORIA RAM DDR2- 2GB DESKTOP;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;123,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
43;1036;E;ZQUI;PT;NITRITO DE SÓDIO PA - 500G;B,C,E,K,L,Q,X,Z;;;33903011;FRA;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;7,40;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
44;1036;E;ZQUI;PT;N-METIL-N-(TRIMETILSILIL)...;B,C,E,K,L,Q,X,Z;;;33903011;PAC;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;469,90;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
45;1036;E;ZEST;PT;FACA DESCARTAVEL EMBALAGEM COM 50 UNIDAD;B,C,E,K,L,Q,X,Z;;;33903021;PAC;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;2,79;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
46;1036;E;ZEST;PT;CART. TINTA  HP DESKJET 5940 - TRICOLOR ;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;72,50;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
47;1036;E;ZEST;PT;PAPEL CARTÃO A4 BRANCO COM 180G BEM C/ 5;B,C,E,K,L,Q,X,Z;;;33903016;PAC;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;10,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
48;1036;E;ZEST;PT;ROLO DE RÁFIA  BRANCA P/ SOLO, 3,4M LARG;B,C,E,K,L,Q,X,Z;;;33903019;RLO;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;1400,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
49;1036;E;ZQUI;PT;FUNGICIDA/BACTERICIDA KASUMIN;B,C,E,K,L,Q,X,Z;;;33903011;L;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;93,50;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
50;1036;E;ZQUI;PT;FUNGICIDA ORTHOCIDE 500;B,C,E,K,L,Q,X,Z;;;33903011;KG;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;47,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
51;1036;E;ROH;PT;SUPORTE P/ TUBO DE ENSAIO 1,5CM DE DIÂME;B,C,E,K,L,X,Z,V;;;33903035;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;15,00;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
52;1036;E;ZEST;PT;TELA SOMBRITE 3X50M - 50% SOMBREAMENTO;B,C,E,K,L,Q,X,Z;;;33903024;RLO;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;275,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
53;1036;E;ZEST;PT;EIXO DE ACIONAMENTO;B,C,E,K,L,Q,X,Z;;;33903025;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;5,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
54;1036;E;ZEST;PT;FARINHA DE TRIGO ESPECIAL;B,C,E,K,L,Q,X,Z;;;33903007;KG;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1005;2;V;4,90;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
55;1036;E;ZQUI;PT;TERMÔMETRO QUÍMICO ESCALA EXTERNA CAPILA;B,C,E,K,L,Q,X,Z;;;33903011;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;2000;2;V;90,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
56;1036;E;ZEST;PT;TÊ EM PVC DE 1.1/2" C/ ROSCA;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;7,85;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
57;1036;E;ZEST;PT;CISCADOR PÉ-DE-GALINHA;B,C,E,K,L,Q,X,Z;;;33903042;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;17,45;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
58;1036;E;ZEST;PT;AÇÚCAR REFINADO;B,C,E,K,L,Q,X,Z;;;33903007;KG;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1005;2;V;4,79;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
59;1036;E;ZEST;PT;CABEÇA DE IMPR. P/  PLOTER HP DESIGNJET ;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;105,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
60;1036;E;ZEST;PT;ARLA 32;B,C,E,K,L,Q,X,Z;;;33903001;LT;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1001;2;V;97,50;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
61;1036;E;ZEST;PT;ADOÇANTE - FRASCO C/ 200ML;B,C,E,K,L,Q,X,Z;;;33903007;FRA;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1005;2;V;3,82;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
69;1036;E;ZEST;PT;CAPA PARA TRILHO;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;100,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
70;1036;E;ZEST;PT;ESPELHO C/ BOTÕES DE FIXAÇÃO 1,19X0,90;B,C,E,K,L,Q,X,Z;;;33903024;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;464,75;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
71;1036;E;ZEST;PT;CABEÇA DE IMPR. P/  PLOTER HP DESIGNJET ;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;105,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
72;1036;E;ZEST;PT;CADERNO UNIVERSITÁRIO, 96 FLS., 200 X 27;B,C,E,K,L,Q,X,Z;;;33903016;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;12,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
73;1036;E;ZEST;PT;CABECOTE P/PLOTER HP-500,AMARELO C4813A;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;85,85;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
74;1036;E;ZEST;PT;CABEÇA DE IMPR. P/  PLOTER HP DESIGNJET ;B,C,E,K,L,Q,X,Z;;;33903017;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1002;2;V;105,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
76;1036;E;ZEST;PT;BOMBONA EM PLASTICO 200 LITROS, COM TAMP;B,C,E,K,L,Q,X,Z;;;33903019;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;1000;2;V;95,00;;;2;0;;VB;C;1;;001;;;;;F;;;;;;;;;;;;;;
77;1036;E;ROH;PT;BALÃO VOLUMÉTRICO, CAP. 5L;B,C,E,K,L,X,Z,V;;;33903035;UN;;;NORM;0,01;;;;;;;;0001;;1;01;02;;;0001;1000-GERAL;0;00;;;;;1;;;;;;;NORM;;;;;;;;;AX01;;;;;4000;2;V;326,00;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;
